timestamp,hand,x,y,z
1732732891.9858563,0,0.13817888498306274,1.118586778640747,5.60235605462367e-07
1732732891.9858563,0,0.21850153803825378,1.0507680177688599,0.0010527021950110793
1732732891.9858563,0,0.2547292113304138,0.9451107978820801,-0.010457273572683334
1732732891.9858563,0,0.25639745593070984,0.8477147817611694,-0.02149205282330513
1732732891.9858563,0,0.23665450513362885,0.7746521234512329,-0.038118258118629456
1732732891.9858563,0,0.26651284098625183,0.9150059819221497,-0.07037857919931412
1732732891.9858563,0,0.3239738941192627,0.7658741474151611,-0.10332872718572617
1732732891.9858563,0,0.3610450029373169,0.6717133522033691,-0.12174471467733383
1732732891.9858563,0,0.3933449983596802,0.6018577814102173,-0.1359338015317917
1732732891.9858563,0,0.21293678879737854,0.9071666598320007,-0.09038698673248291
1732732891.9858563,0,0.24507680535316467,0.7416547536849976,-0.13192683458328247
1732732891.9858563,0,0.264821857213974,0.6337518095970154,-0.1604931503534317
1732732891.9858563,0,0.2833085060119629,0.5521038174629211,-0.18117766082286835
1732732891.9858563,0,0.15121811628341675,0.9164373874664307,-0.10447652637958527
1732732891.9858563,0,0.15553578734397888,0.7656797170639038,-0.14636242389678955
1732732891.9858563,0,0.16146045923233032,0.6628227829933167,-0.17355874180793762
1732732891.9858563,0,0.17024800181388855,0.5802217125892639,-0.19106607139110565
1732732891.9858563,0,0.08691011369228363,0.9351051449775696,-0.11453735083341599
1732732891.9858563,0,0.060016244649887085,0.8194938898086548,-0.1534551978111267
1732732891.9858563,0,0.04368513822555542,0.7452882528305054,-0.16928142309188843
1732732891.9858563,0,0.03445352613925934,0.681810736656189,-0.17829295992851257
1732732892.017904,0,0.13817888498306274,1.118586778640747,5.60235605462367e-07
1732732892.017904,0,0.21850153803825378,1.0507680177688599,0.0010527021950110793
1732732892.017904,0,0.2547292113304138,0.9451107978820801,-0.010457273572683334
1732732892.017904,0,0.25639745593070984,0.8477147817611694,-0.02149205282330513
1732732892.017904,0,0.23665450513362885,0.7746521234512329,-0.038118258118629456
1732732892.017904,0,0.26651284098625183,0.9150059819221497,-0.07037857919931412
1732732892.017904,0,0.3239738941192627,0.7658741474151611,-0.10332872718572617
1732732892.017904,0,0.3610450029373169,0.6717133522033691,-0.12174471467733383
1732732892.017904,0,0.3933449983596802,0.6018577814102173,-0.1359338015317917
1732732892.017904,0,0.21293678879737854,0.9071666598320007,-0.09038698673248291
