timestamp,value1,value2,hand,gesture
1728496191.195265,479,135,0,Open
1728496191.19677,479,140,0,Open
1728496191.1983783,531,145,0,Open
1728496191.200193,575,150,0,Open
1728496191.201836,608,155,0,Open
1728496191.203581,762,160,0,Open
1728496191.205202,714,165,0,Open
1728496191.20674,619,170,0,Open
1728496191.2085586,510,174,0,Open
1728496191.2101986,478,179,0,Open
1728496191.2117813,478,184,0,Open
1728496191.2142603,473,189,0,Open
1728496191.216118,457,194,0,Open
1728496191.2182283,473,199,0,Open
1728496191.2200356,480,204,0,Open
1728496191.2223115,530,209,0,Open
1728496191.2240093,569,214,0,Open
1728496191.226086,700,219,0,Open
1728496191.2277122,766,223,0,Open
1728496191.2296252,662,228,0,Open
1728496191.231099,581,233,0,Open
1728496191.2327712,492,238,0,Open
1728496191.234485,479,243,0,Open
1728496191.2364757,479,248,0,Open
1728496191.2381868,477,253,0,Open
1728496191.239792,478,257,0,Open
1728496191.241403,479,262,0,Open
1728496191.243189,480,267,0,Open
1728496191.244656,535,272,0,Open
1728496191.2462475,559,277,0,Open
1728496191.247946,733,282,0,Open
1728496191.2500706,610,286,0,Open
1728496191.2517524,581,291,0,Open
1728496191.2534676,478,296,0,Open
1728496191.255104,477,301,0,Open
1728496191.2568278,476,305,0,Open
1728496191.2584898,473,310,0,Open
1728496191.260096,472,315,0,Open
1728496191.26171,475,320,0,Open
1728496191.2635632,471,324,0,Open
1728496191.2651782,479,329,0,Open
1728496191.2671835,524,334,0,Open
1728496191.2684646,683,339,0,Open
1728496191.270218,694,343,0,Open
1728496191.2718592,596,348,0,Open
1728496191.273469,518,353,0,Open
1728496191.2749455,479,357,0,Open
1728496191.2776394,476,362,0,Open
1728496191.2792106,477,367,0,Open
1728496191.2811558,456,371,0,Open
1728496191.28341,478,376,0,Open
1728496191.2852998,479,381,0,Open
1728496191.287463,480,385,0,Open
1728496191.2891843,545,390,0,Open
1728496191.2918818,591,394,0,Open
1728496191.293177,686,399,0,Open
1728496191.2947564,644,404,0,Open
1728496191.2963362,582,408,0,Open
1728496191.2983818,511,413,0,Open
1728496191.3005242,479,417,0,Open
1728496191.301813,478,422,0,Open
1728496191.3038864,478,426,0,Open
1728496191.3053226,474,431,0,Open
1728496191.306931,480,435,0,Open
1728496191.308509,480,440,0,Open
1728496191.3103971,536,444,0,Open
1728496191.3118134,592,449,0,Open
1728496191.3133883,700,453,0,Open
1728496191.314959,746,458,0,Open
1728496191.3168943,676,462,0,Open
1728496191.3186736,547,467,0,Open
1728496191.3203137,479,471,0,Open
1728496191.3219008,479,475,0,Open
1728496191.323914,479,480,0,Open
1728496191.3253362,456,484,0,Open
1728496191.3269143,479,489,0,Open
1728496191.3288958,479,493,0,Open
1728496191.3302045,541,497,0,Open
1728496191.33194,591,502,0,Open
1728496191.333778,611,506,0,Open
1728496191.3353066,756,510,0,Open
1728496191.3372078,724,514,0,Open
1728496191.3388414,609,519,0,Open
1728496191.3404975,518,523,0,Open
1728496191.342468,479,527,0,Open
1728496191.3438878,464,532,0,Open
1728496191.3464289,479,536,0,Open
1728496191.3483276,464,540,0,Open
1728496191.3502493,472,544,0,Open
1728496191.3523765,479,548,0,Open
1728496191.3540585,480,553,0,Open
1728496191.3565967,521,557,0,Open
1728496191.358128,673,561,0,Open
1728496191.35973,692,565,0,Open
1728496191.361381,593,569,0,Open
1728496191.363325,523,573,0,Open
1728496191.364997,479,577,0,Open
1728496191.3672078,475,581,0,Open
1728496191.3687048,476,585,0,Open
1728496191.3700478,451,589,0,Open
1728496191.3716292,474,594,0,Open
1728496191.3732474,479,598,0,Open
1728496191.375088,480,602,0,Open
1728496191.3765566,518,606,0,Open
1728496191.378143,563,609,0,Open
1728496191.379703,684,613,0,Open
1728496191.3813164,610,617,0,Open
1728496191.3834713,519,621,0,Open
1728496191.385253,479,625,0,Open
1728496191.3869486,476,629,0,Open
1728496191.388543,476,633,0,Open
1728496191.3903987,467,637,0,Open
1728496191.3918717,460,641,0,Open
1728496191.3934476,479,645,0,Open
1728496191.395023,480,648,0,Open
1728496191.3967848,480,652,0,Open
1728496191.3982544,543,656,0,Open
1728496191.400216,678,660,0,Open
1728496191.4017467,714,663,0,Open
1728496191.4037273,670,667,0,Open
1728496191.4053352,527,671,0,Open
1728496191.4069128,479,675,0,Open
1728496191.4100847,477,678,0,Open
1728496191.4120169,476,682,0,Open
1728496191.414092,468,686,0,Open
1728496191.416136,479,689,0,Open
1728496191.4181683,480,693,0,Open
1728496191.4199266,512,696,0,Open
1728496191.4216287,580,700,0,Open
1728496191.4236555,604,704,0,Open
1728496191.4251013,707,707,0,Open
1728496191.426691,687,711,0,Open
1728496191.4288871,558,714,0,Open
1728496191.4305513,479,718,0,Open
1728496191.4320087,479,721,0,Open
1728496191.4340863,478,725,0,Open
1728496191.4360523,470,728,0,Open
1728496191.4375453,479,731,0,Open
1728496191.439137,479,735,0,Open
1728496191.440706,480,738,0,Open
1728496191.442731,566,742,0,Open
1728496191.444124,599,745,0,Open
1728496191.4457245,677,748,0,Open
1728496191.447304,746,752,0,Open
1728496191.4491978,625,755,0,Open
1728496191.4506917,532,758,0,Open
1728496191.4525478,479,761,0,Open
1728496191.4542446,478,765,0,Open
1728496191.456101,474,768,0,Open
1728496191.4575312,461,771,0,Open
1728496191.4591818,475,774,0,Open
1728496191.4607823,479,777,0,Open
1728496191.4625237,480,780,0,Open
1728496191.463966,524,784,0,Open
1728496191.465579,575,787,0,Open
1728496191.4674098,705,790,0,Open
1728496191.4693818,595,793,0,Open
1728496191.4711728,512,796,0,Open
1728496191.4728315,479,799,0,Open
1728496191.4758627,470,802,0,Open
1728496191.4769,475,805,0,Open
1728496191.478474,448,808,0,Open
1728496191.480167,473,811,0,Open
1728496191.482204,479,814,0,Open
1728496191.4841084,479,817,0,Open
1728496191.4852931,511,819,0,Open
1728496191.4870286,551,822,0,Open
1728496191.4891715,628,825,0,Open
1728496191.490584,674,828,0,Open
1728496191.4921522,566,831,0,Open
1728496191.493757,479,834,0,Open
1728496191.4958231,478,836,0,Open
1728496191.4972608,469,839,0,Open
1728496191.4988475,465,842,0,Open
1728496191.5007625,465,844,0,Open
1728496191.5029004,472,847,0,Open
1728496191.5045605,479,850,0,Open
1728496191.5061443,480,852,0,Open
1728496191.507722,515,855,0,Open
1728496191.509695,670,858,0,Open
1728496191.511077,823,860,0,Open
1728496191.5126925,612,863,0,Open
1728496191.5142815,554,865,0,Open
1728496191.5161197,479,868,0,Open
1728496191.5181172,478,870,0,Open
1728496191.5199163,475,873,0,Open
1728496191.5215447,477,875,0,Open
1728496191.5233948,466,877,0,Open
1728496191.5249617,479,880,0,Open
1728496191.5265727,520,882,0,Open
1728496191.528216,590,884,0,Open
1728496191.5300932,618,887,0,Open
1728496191.5315578,811,889,0,Open
1728496191.533465,715,891,0,Open
1728496191.535289,627,894,0,Open
1728496191.537185,526,896,0,Open
1728496191.53879,479,898,0,Open
1728496191.5414643,479,900,0,Open
1728496191.5437732,469,902,0,Open
1728496191.5458088,453,905,0,Open
1728496191.5478466,478,907,0,Open
1728496191.5495412,480,909,0,Open
1728496191.5514195,530,911,0,Open
1728496191.5531547,596,913,0,Open
1728496191.5549378,680,915,0,Open
1728496191.5565517,750,917,0,Open
1728496191.5584354,692,919,0,Open
1728496191.5599594,562,921,0,Open
1728496191.5616271,479,923,0,Open
1728496191.563243,479,925,0,Open
1728496191.5651574,472,927,0,Open
1728496191.5671203,460,929,0,Open
1728496191.5684142,478,930,0,Open
1728496191.570146,478,932,0,Open
1728496191.5720232,480,934,0,Open
1728496191.573519,540,936,0,Open
1728496191.5751283,551,938,0,Open
1728496191.5767334,690,939,0,Open
1728496191.578637,654,941,0,Open
1728496191.5801733,556,943,0,Open
1728496191.581777,479,944,0,Open
1728496191.5836546,478,946,0,Open
1728496191.5855954,476,948,0,Open
1728496191.586794,469,949,0,Open
1728496191.588368,471,951,0,Open
1728496191.58997,477,952,0,Open
1728496191.5918252,476,954,0,Open
1728496191.5933266,480,955,0,Open
1728496191.5949364,548,957,0,Open
1728496191.596502,679,958,0,Open
1728496191.5982478,678,960,0,Open
1728496191.600046,612,961,0,Open
1728496191.6012137,523,962,0,Open
1728496191.60296,479,964,0,Open
1728496191.604892,473,965,0,Open
1728496191.607793,477,966,0,Open
1728496191.609483,456,968,0,Open
1728496191.6114812,473,969,0,Open
1728496191.6133702,479,970,0,Open
1728496191.6155877,480,971,0,Open
1728496191.6170664,595,972,0,Open
1728496191.6201055,611,974,0,Open
1728496191.6214426,760,975,0,Open
1728496191.6230505,715,976,0,Open
1728496191.624632,607,977,0,Open
1728496191.62622,481,978,0,Open
1728496191.628276,479,979,0,Open
1728496191.6297417,479,980,0,Open
1728496191.631327,473,981,0,Open
1728496191.6329048,471,982,0,Open
1728496191.63463,479,983,0,Open
1728496191.6361632,480,984,0,Open
1728496191.6378045,564,985,0,Open
1728496191.639389,602,986,0,Open
1728496191.641169,726,986,0,Open
1728496191.6427464,755,987,0,Open
1728496191.6443212,609,988,0,Open
1728496191.6463535,546,989,0,Open
1728496191.6480443,479,989,0,Open
1728496191.650036,478,990,0,Open
1728496191.6514509,479,991,0,Open
1728496191.6534429,471,992,0,Open
1728496191.6550686,474,992,0,Open
1728496191.6566482,480,993,0,Open
1728496191.6582828,522,993,0,Open
1728496191.6598513,548,994,0,Open
1728496191.6614337,628,994,0,Open
1728496191.6630075,730,995,0,Open
1728496191.6646297,668,995,0,Open
1728496191.666751,590,996,0,Open
1728496191.6685266,479,996,0,Open
1728496191.6701586,464,997,0,Open
1728496191.6717837,473,997,0,Closed
1728496191.6746886,465,998,0,Closed
1728496191.6764617,440,998,0,Closed
1728496191.6784344,479,998,0,Closed
1728496191.680406,480,998,0,Closed
1728496191.6818645,480,999,0,Closed
1728496191.6835191,538,999,0,Closed
1728496191.6858268,655,999,0,Closed
1728496191.6876657,709,999,0,Closed
1728496191.6891563,600,1000,0,Closed
1728496191.6907425,478,1000,0,Closed
1728496191.6922536,478,1000,0,Closed
1728496191.6942036,475,1000,0,Closed
1728496191.695717,458,1000,0,Closed
1728496191.697363,477,1000,0,Closed
1728496191.6989706,463,1000,0,Closed
1728496191.7010765,479,1000,0,Closed
1728496191.7024956,480,1000,0,Closed
1728496191.7041674,541,1000,0,Closed
1728496191.705798,630,1000,0,Closed
1728496191.7077422,688,1000,0,Closed
1728496191.7092476,582,1000,0,Closed
1728496191.7108846,543,999,0,Closed
1728496191.7124968,479,999,0,Closed
1728496191.7142365,476,999,0,Closed
1728496191.71567,477,999,0,Closed
1728496191.7173629,456,999,0,Closed
1728496191.719243,477,998,0,Closed
1728496191.721218,465,998,0,Closed
1728496191.722705,516,998,0,Closed
1728496191.7243538,572,997,0,Closed
1728496191.725947,629,997,0,Closed
1728496191.727682,744,996,0,Closed
1728496191.7302687,682,996,0,Closed
1728496191.7318227,571,996,0,Closed
1728496191.7335985,479,995,0,Closed
1728496191.7352974,479,995,0,Closed
1728496191.737305,479,994,0,Closed
1728496191.739318,477,993,0,Closed
1728496191.7411487,477,993,0,Closed
1728496191.743599,480,992,0,Closed
1728496191.7452428,480,992,0,Closed
1728496191.747071,535,991,0,Closed
1728496191.7486837,601,990,0,Closed
1728496191.7511122,705,990,0,Closed
1728496191.7526352,766,989,0,Closed
1728496191.7546458,657,988,0,Closed
1728496191.756126,540,987,0,Closed
1728496191.757711,479,986,0,Closed
1728496191.7593162,478,986,0,Closed
1728496191.76115,479,985,0,Closed
1728496191.7626054,461,984,0,Closed
1728496191.764178,479,983,0,Closed
1728496191.7659853,479,982,0,Closed
1728496191.767979,522,981,0,Closed
1728496191.7695038,570,980,0,Closed
1728496191.7711434,628,979,0,Closed
1728496191.7726853,800,978,0,Closed
1728496191.77487,650,977,0,Closed
1728496191.7763796,566,976,0,Closed
1728496191.7780092,479,975,0,Closed
1728496191.780042,473,974,0,Closed
1728496191.781593,472,973,0,Closed
1728496191.7834053,467,971,0,Closed
1728496191.7851,466,970,0,Closed
1728496191.7872126,478,969,0,Closed
1728496191.7887237,480,968,0,Closed
1728496191.7903354,512,966,0,Closed
1728496191.7919352,561,965,0,Closed
1728496191.7938137,691,964,0,Closed
1728496191.7967384,719,963,0,Closed
1728496191.7979171,561,961,0,Closed
1728496191.8000827,479,960,0,Closed
1728496191.801404,478,958,0,Closed
1728496191.8031974,472,957,0,Closed
1728496191.8050003,465,955,0,Closed
1728496191.8065434,467,954,0,Closed
1728496191.8087056,478,952,0,Closed
1728496191.81029,479,951,0,Closed
1728496191.8118715,480,949,0,Closed
1728496191.8138378,551,948,0,Closed
1728496191.8152814,650,946,0,Closed
1728496191.8174648,724,945,0,Closed
1728496191.8188071,610,943,0,Closed
1728496191.8208635,513,941,0,Closed
1728496191.8223133,479,939,0,Closed
1728496191.8238592,471,938,0,Closed
1728496191.825443,476,936,0,Closed
1728496191.8273263,468,934,0,Closed
1728496191.8287346,475,932,0,Closed
1728496191.8308415,480,931,0,Closed
1728496191.8327117,483,929,0,Closed
1728496191.834,583,927,0,Closed
1728496191.83561,630,925,0,Closed
1728496191.837247,756,923,0,Closed
1728496191.8388436,652,921,0,Closed
1728496191.8408003,599,919,0,Closed
1728496191.842773,518,917,0,Closed
1728496191.8443174,479,915,0,Closed
1728496191.8459864,478,913,0,Closed
1728496191.8476286,468,911,0,Closed
1728496191.8492312,465,909,0,Closed
1728496191.851093,480,907,0,Closed
1728496191.8528595,480,905,0,Closed
1728496191.8548405,555,903,0,Closed
1728496191.8564515,582,901,0,Closed
1728496191.858009,705,898,0,Closed
1728496191.859557,730,896,0,Closed
1728496191.8621016,642,894,0,Closed
1728496191.863551,550,892,0,Closed
1728496191.865502,479,889,0,Closed
1728496191.8680534,479,887,0,Closed
1728496191.869336,477,885,0,Closed
1728496191.871108,475,883,0,Closed
1728496191.872784,478,880,0,Closed
1728496191.874727,480,878,0,Closed
1728496191.8764963,518,875,0,Closed
1728496191.8783472,574,873,0,Closed
1728496191.8802676,653,870,0,Closed
1728496191.882712,764,868,0,Closed
1728496191.8845797,657,866,0,Closed
1728496191.886691,482,863,0,Closed
1728496191.888645,479,860,0,Closed
1728496191.8901272,471,858,0,Closed
1728496191.891709,477,855,0,Closed
1728496191.8935397,464,853,0,Closed
1728496191.8951385,476,850,0,Closed
1728496191.8967917,468,847,0,Closed
1728496191.8983977,480,845,0,Closed
1728496191.9007657,491,842,0,Closed
1728496191.9018676,565,839,0,Closed
1728496191.9035575,709,837,0,Closed
1728496191.905285,670,834,0,Closed
1728496191.9071796,592,831,0,Closed
1728496191.9088423,479,828,0,Closed
1728496191.910466,471,826,0,Closed
1728496191.9124055,477,823,0,Closed
1728496191.9138365,472,820,0,Closed
1728496191.9154592,468,817,0,Closed
1728496191.9174006,473,814,0,Closed
1728496191.9194174,476,811,0,Closed
1728496191.9210608,480,808,0,Closed
1728496191.9226325,544,805,0,Closed
1728496191.924209,646,802,0,Closed
1728496191.9259264,695,799,0,Closed
1728496191.9274044,634,796,0,Closed
1728496191.9289465,500,793,0,Closed
1728496191.9305456,478,790,0,Closed
1728496191.9334712,474,787,0,Closed
1728496191.9349473,468,784,0,Closed
1728496191.937045,463,781,0,Closed
1728496191.939244,479,778,0,Closed
1728496191.940937,479,775,0,Closed
1728496191.942939,536,771,0,Closed
1728496191.945229,593,768,0,Closed
1728496191.9471,636,765,0,Closed
1728496191.9488783,802,762,0,Closed
1728496191.951154,690,759,0,Closed
1728496191.9534905,583,755,0,Closed
1728496191.9551475,505,752,0,Closed
1728496191.9566982,478,749,0,Closed
1728496191.958272,479,745,0,Closed
1728496191.9600463,475,742,0,Closed
1728496191.961486,476,739,0,Closed
1728496191.9630766,479,735,0,Closed
1728496191.964645,480,732,0,Closed
1728496191.9661827,543,729,0,Closed
1728496191.968034,605,725,0,Closed
1728496191.969761,703,722,0,Closed
1728496191.97136,742,718,0,Closed
1728496191.973012,676,715,0,Closed
1728496191.9748092,549,711,0,Closed
1728496191.976287,479,708,0,Closed
1728496191.9778142,478,704,0,Closed
1728496191.979407,478,701,0,Closed
1728496191.981249,466,697,0,Closed
1728496191.982659,479,693,0,Closed
1728496191.9845245,480,690,0,Closed
1728496191.9867213,490,686,0,Closed
1728496191.9886742,586,682,0,Closed
1728496191.9902408,639,679,0,Closed
1728496191.9918597,746,675,0,Closed
1728496191.9936032,577,671,0,Closed
1728496191.9950411,495,668,0,Closed
1728496191.9966233,479,664,0,Closed
1728496191.9981887,477,660,0,Closed
1728496192.0009792,473,656,0,Closed
1728496192.0031753,463,653,0,Closed
1728496192.004801,467,649,0,Closed
1728496192.0070243,477,645,0,Closed
1728496192.0091996,479,641,0,Closed
1728496192.0109503,494,637,0,Closed
1728496192.0126026,551,634,0,Closed
1728496192.0144718,692,630,0,Closed
1728496192.0167103,708,626,0,Closed
1728496192.0181334,564,622,0,Closed
1728496192.019837,479,618,0,Closed
1728496192.0217,476,614,0,Closed
1728496192.0232024,475,610,0,Closed
1728496192.024788,471,606,0,Closed
1728496192.0264122,464,602,0,Closed
1728496192.028242,474,598,0,Closed
1728496192.0297618,479,594,0,Closed
1728496192.0314689,480,590,0,Closed
1728496192.033461,545,586,0,Closed
1728496192.0345244,640,582,0,Closed
1728496192.036398,712,578,0,Closed
1728496192.0380392,578,574,0,Closed
1728496192.039734,528,570,0,Closed
1728496192.04175,479,566,0,Closed
1728496192.0431862,471,561,0,Closed
1728496192.0448415,477,557,0,Closed
1728496192.046909,478,553,0,Closed
1728496192.04799,480,549,0,Closed
1728496192.0500226,479,545,0,Closed
1728496192.0511026,517,541,0,Closed
1728496192.0531852,576,536,0,Closed
1728496192.0548306,618,532,0,Closed
1728496192.0564418,776,528,0,Closed
1728496192.058047,667,524,0,Closed
1728496192.059715,623,519,0,Closed
1728496192.0613322,519,515,0,Closed
1728496192.0629458,479,511,0,Closed
1728496192.064549,475,507,0,Closed
1728496192.067482,479,502,0,Closed
1728496192.0694847,476,498,0,Closed
1728496192.0714867,480,494,0,Closed
1728496192.0735254,479,489,0,Closed
1728496192.0754194,516,485,0,Closed
1728496192.0774674,581,480,0,Closed
1728496192.0795028,771,476,0,Closed
1728496192.0817692,753,472,0,Closed
1728496192.0834956,670,467,0,Closed
1728496192.0867157,598,463,0,Closed
1728496192.0886788,479,458,0,Closed
1728496192.0901845,479,454,0,Closed
1728496192.0918095,478,449,0,Closed
1728496192.093429,470,445,0,Closed
1728496192.095318,479,440,0,Closed
1728496192.0967937,479,436,0,Closed
1728496192.0983863,504,431,0,Closed
1728496192.1002038,581,427,0,Closed
1728496192.1018753,601,422,0,Closed
1728496192.1035616,675,418,0,Closed
1728496192.1051495,619,413,0,Closed
1728496192.1067631,519,409,0,Closed
1728496192.10875,479,404,0,Closed
1728496192.1102808,473,400,0,Closed
1728496192.111884,470,395,0,Closed
1728496192.1134555,466,390,0,Closed
1728496192.1154094,468,386,0,Closed
1728496192.117433,478,381,0,Closed
1728496192.1184938,480,377,0,Closed
1728496192.1202126,480,372,0,Closed
1728496192.122136,544,367,0,Closed
1728496192.123576,656,363,0,Closed
1728496192.1251285,680,358,0,Closed
1728496192.1267917,595,353,0,Closed
1728496192.1286883,479,349,0,Closed
1728496192.1300752,473,344,0,Closed
1728496192.1316414,471,339,0,Closed
1728496192.133577,470,335,0,Closed
1728496192.135287,445,330,0,Closed
1728496192.1367517,469,325,0,Closed
1728496192.1383212,479,320,0,Closed
1728496192.1407094,479,316,0,Closed
1728496192.142825,529,311,0,Closed
1728496192.1448638,543,306,0,Closed
1728496192.147152,661,301,0,Closed
1728496192.149431,611,297,0,Closed
1728496192.151318,535,292,0,Closed
1728496192.1536973,479,287,0,Closed
1728496192.156381,474,282,0,Closed
1728496192.1576126,478,277,0,Closed
1728496192.1600027,478,273,0,Closed
1728496192.161974,478,268,0,Closed
1728496192.1634898,478,263,0,Closed
1728496192.1650925,536,258,0,Closed
1728496192.1668074,562,253,0,Closed
1728496192.1686034,604,249,0,Closed
1728496192.1702125,735,244,0,Closed
1728496192.1718602,762,239,0,Closed
1728496192.1734688,633,234,0,Closed
1728496192.1753097,530,229,0,Closed
1728496192.1768029,479,224,0,Closed
1728496192.1784124,478,219,0,Closed
1728496192.1800137,471,214,0,Closed
1728496192.1818752,454,210,0,Closed
1728496192.183738,479,205,0,Closed
1728496192.1850002,480,200,0,Closed
1728496192.1870716,523,195,0,Closed
1728496192.1887283,589,190,0,Closed
1728496192.190356,626,185,0,Closed
1728496192.1919832,759,180,0,Closed
1728496192.193717,656,175,0,Closed
1728496192.1953084,581,170,0,Closed
1728496192.1969,479,165,0,Closed
1728496192.1984882,478,160,0,Closed
1728496192.2009652,479,156,0,Closed
1728496192.2022977,470,151,0,Closed
1728496192.2039502,480,146,0,Closed
1728496192.2055693,479,141,0,Closed
1728496192.207387,480,136,0,Closed
1728496192.208805,570,131,0,Closed
1728496192.211173,538,126,0,Closed
1728496192.2128673,732,121,0,Closed
1728496192.2151203,647,116,0,Closed
1728496192.216292,592,111,0,Closed
1728496192.218112,479,106,0,Closed
1728496192.2200649,477,101,0,Closed
1728496192.2221067,475,96,0,Closed
1728496192.2235274,458,91,0,Closed
1728496192.225125,462,86,0,Closed
1728496192.2266822,472,81,0,Closed
1728496192.2282393,480,76,0,Closed
1728496192.2302427,480,71,0,Closed
1728496192.2316546,507,66,0,Closed
1728496192.2337458,536,61,0,Closed
1728496192.2351444,662,56,0,Closed
1728496192.2368965,625,51,0,Closed
1728496192.2384772,549,46,0,Closed
1728496192.240009,479,41,0,Closed
1728496192.2415242,471,36,0,Closed
1728496192.2431483,470,31,0,Closed
1728496192.2450547,472,26,0,Closed
1728496192.2466223,455,21,0,Closed
1728496192.2481446,476,16,0,Closed
1728496192.2500775,480,11,0,Closed
1728496192.2512026,480,6,0,Closed
1728496192.253128,517,1,0,Closed
1728496192.2546933,590,4,0,Closed
1728496192.2562244,691,9,0,Closed
1728496192.257759,607,14,0,Closed
1728496192.259719,555,19,0,Closed
1728496192.2610614,479,24,0,Closed
1728496192.2627523,478,29,0,Closed
1728496192.264357,479,34,0,Closed
1728496192.266075,479,39,0,Closed
1728496192.267797,471,44,0,Closed
1728496192.2695122,475,49,0,Closed
1728496192.2724032,480,54,0,Closed
1728496192.273548,550,59,0,Closed
1728496192.2751975,576,64,0,Closed
1728496192.276814,687,69,0,Closed
1728496192.2789152,809,74,0,Closed
1728496192.2802093,649,79,0,Closed
1728496192.282493,576,84,0,Closed
1728496192.2851715,479,89,0,Closed
1728496192.286775,476,94,0,Closed
1728496192.2884195,479,99,0,Closed
1728496192.2900252,462,104,0,Closed
1728496192.2918465,466,109,0,Closed
1728496192.2933488,479,114,0,Closed
1728496192.294992,480,119,0,Closed
1728496192.2965243,559,124,0,Closed
1728496192.298308,597,129,0,Closed
1728496192.300027,749,133,0,Closed
1728496192.3016815,736,138,0,Closed
1728496192.3033798,596,143,0,Closed
1728496192.3051212,597,148,0,Closed
1728496192.3066912,479,153,0,Closed
1728496192.3083024,479,158,0,Closed
1728496192.3098323,479,163,0,Closed
1728496192.3116212,471,168,0,Closed
1728496192.3131163,478,173,0,Closed
1728496192.3147476,479,178,0,Closed
1728496192.3166952,480,183,0,Closed
1728496192.318005,531,188,0,Closed
1728496192.319679,552,193,0,Closed
1728496192.321308,689,198,0,Closed
1728496192.3229158,625,202,0,Closed
1728496192.324656,494,207,0,Closed
1728496192.3261187,479,212,0,Closed
1728496192.3276737,473,217,0,Closed
1728496192.329718,478,222,0,Closed
1728496192.331232,443,227,0,Closed
1728496192.3334556,469,232,0,Closed
1728496192.3351116,478,237,0,Closed
1728496192.337057,479,241,0,Closed
1728496192.3385696,481,246,0,Closed
1728496192.3406138,543,251,0,Closed
1728496192.3430634,661,256,0,Closed
1728496192.3448138,681,261,0,Closed
1728496192.346642,586,266,0,Closed
1728496192.3488195,500,270,0,Closed
1728496192.350126,479,275,0,Closed
1728496192.3518689,473,280,0,Closed
1728496192.353583,470,285,0,Closed
1728496192.3554766,460,290,0,Closed
1728496192.3568993,460,294,0,Closed
1728496192.3585162,479,299,0,Closed
1728496192.3601797,480,304,0,Closed
1728496192.3621442,533,309,0,Closed
1728496192.3636422,546,314,0,Closed
1728496192.3652508,731,318,0,Closed
1728496192.3673103,613,323,0,Closed
1728496192.369335,553,328,0,Closed
1728496192.370983,479,332,0,Closed
1728496192.372583,470,337,0,Closed
1728496192.3741448,479,342,0,Closed
1728496192.37612,478,347,0,Closed
1728496192.3777945,469,351,0,Closed
1728496192.3794453,479,356,0,Closed
1728496192.3810894,480,361,0,Closed
1728496192.3833897,531,365,0,Closed
1728496192.3850048,623,370,0,Closed
1728496192.387046,681,375,0,Closed
1728496192.388766,774,379,0,Closed
1728496192.390374,662,384,0,Closed
1728496192.391972,536,388,0,Closed
1728496192.3935988,479,393,0,Closed
1728496192.3951974,477,398,0,Closed
1728496192.3969033,479,402,0,Closed
1728496192.3985045,469,407,0,Closed
1728496192.40054,479,411,0,Closed
1728496192.4024563,480,416,0,Closed
1728496192.4041812,504,420,0,Closed
1728496192.406031,576,425,0,Closed
1728496192.4080615,621,429,0,Closed
1728496192.4096966,715,434,0,Closed
1728496192.411323,666,438,0,Closed
1728496192.4144466,592,443,0,Closed
1728496192.4168725,492,447,0,Closed
1728496192.418493,479,452,0,Closed
1728496192.420523,479,456,0,Closed
1728496192.4221928,476,461,0,Closed
1728496192.4238453,473,465,0,Closed
1728496192.4255388,479,470,0,Closed
1728496192.4271252,478,474,0,Closed
1728496192.42873,480,478,0,Closed
1728496192.4303577,525,483,0,Closed
1728496192.4320276,673,487,0,Closed
1728496192.4337313,689,492,0,Closed
1728496192.4358215,581,496,0,Closed
1728496192.4378784,566,500,0,Closed
1728496192.439553,479,505,0,Closed
1728496192.441237,477,509,0,Closed
1728496192.4429324,476,513,0,Closed
1728496192.4446423,457,517,0,Closed
1728496192.446705,473,522,0,Closed
1728496192.4480882,479,526,0,Closed
1728496192.4500763,480,530,0,Closed
1728496192.4516044,525,534,0,Closed
1728496192.4536104,565,539,0,Closed
1728496192.4552166,698,543,0,Closed
1728496192.4567995,661,547,0,Closed
1728496192.4585583,562,551,0,Closed
1728496192.460214,479,555,0,Closed
1728496192.461716,475,560,0,Closed
1728496192.463339,468,564,0,Closed
1728496192.464941,476,568,0,Closed
1728496192.4666898,452,572,0,Closed
1728496192.4685469,479,576,0,Closed
1728496192.470249,479,580,0,Closed
1728496192.471958,485,584,0,Closed
1728496192.4736722,556,588,0,Closed
1728496192.4751823,644,592,0,Closed
1728496192.476823,724,596,0,Closed
1728496192.4788382,635,600,0,Closed
1728496192.4802454,577,604,0,Closed
1728496192.4818895,479,608,0,Closed
1728496192.4852505,478,612,0,Closed
1728496192.487346,477,616,0,Closed
1728496192.4885883,475,620,0,Closed
1728496192.4908652,478,624,0,Closed
1728496192.493758,479,628,0,Closed
1728496192.4954104,537,632,0,Closed
1728496192.4970367,575,636,0,Closed
1728496192.4993598,610,640,0,Closed
1728496192.5009327,783,643,0,Closed
1728496192.502679,722,647,0,Closed
1728496192.504548,622,651,0,Closed
1728496192.5061903,515,655,0,Closed
1728496192.5077555,479,659,0,Closed
1728496192.5093682,478,662,0,Closed
1728496192.5110936,474,666,0,Closed
1728496192.512706,473,670,0,Closed
1728496192.5143783,480,673,0,Closed
1728496192.5160437,479,677,0,Closed
1728496192.5179217,542,681,0,Closed
1728496192.5195076,586,684,0,Closed
1728496192.5210989,729,688,0,Closed
1728496192.5227134,765,692,0,Closed
1728496192.5246518,626,695,0,Closed
1728496192.5261798,587,699,0,Closed
1728496192.5278428,479,702,0,Closed
1728496192.5294435,478,706,0,Closed
1728496192.531321,478,710,0,Closed
1728496192.532916,461,713,0,Closed
1728496192.5345771,472,717,0,Closed
