timestamp,value1,value2
1728496190.9153833,582,613
1728496190.9170086,707,609
1728496190.9190683,593,605
1728496190.9207733,544,601
1728496190.9224443,479,597
1728496190.9240491,476,593
1728496190.9259052,473,589
1728496190.927415,458,585
1728496190.9290237,464,581
1728496190.9307427,479,577
1728496190.9326317,480,573
1728496190.9342802,532,568
1728496190.9383698,538,564
1728496190.9398057,702,560
1728496190.9415522,673,556
1728496190.9437354,557,552
1728496190.9454784,479,548
1728496190.9470644,479,544
1728496190.9486248,468,539
1728496190.9501033,465,535
1728496190.9527311,457,531
1728496190.9544966,478,527
1728496190.9561849,477,522
1728496190.958084,479,518
1728496190.9595985,541,514
1728496190.961224,621,510
1728496190.9628289,703,505
1728496190.9646633,595,501
1728496190.9660754,510,497
1728496190.9676697,479,492
1728496190.9694042,474,488
1728496190.971253,478,483
1728496190.9726892,479,479
1728496190.9743388,472,475
1728496190.9759707,479,470
1728496190.9778485,532,466
1728496190.9793506,554,461
1728496190.9809713,633,457
1728496190.9825878,758,453
1728496190.9851751,695,448
1728496190.9862895,621,444
1728496190.9879684,515,439
1728496190.9896429,479,435
1728496190.9915185,477,430
1728496190.9929764,478,426
1728496190.9945464,474,421
1728496190.99777,477,417
1728496190.999274,480,412
1728496191.0010738,548,407
1728496191.003078,587,403
1728496191.0050883,683,398
1728496191.0071402,749,394
1728496191.0091734,662,389
1728496191.0112906,585,384
1728496191.0129778,480,380
1728496191.0146687,478,375
1728496191.0162501,479,371
1728496191.0180855,469,366
1728496191.019781,473,361
1728496191.0215094,479,357
1728496191.0231297,509,352
1728496191.0250778,596,347
1728496191.0266042,577,343
1728496191.028607,676,338
1728496191.0299618,694,333
1728496191.0316708,561,328
1728496191.0337734,479,324
1728496191.0358431,478,319
1728496191.037304,463,314
1728496191.0391603,477,309
1728496191.040786,457,305
1728496191.0424206,478,300
1728496191.044033,479,295
1728496191.0457585,483,290
1728496191.0473986,545,286
1728496191.0494177,661,281
1728496191.050664,704,276
1728496191.0522618,610,271
1728496191.0538833,481,266
1728496191.055479,479,262
1728496191.0570688,477,257
1728496191.058652,475,252
1728496191.060232,452,247
1728496191.0620327,472,242
1728496191.0636585,476,237
1728496191.0652792,479,232
1728496191.0672886,513,228
1728496191.0689914,575,223
1728496191.071083,713,218
1728496191.07296,640,213
1728496191.0747433,540,208
1728496191.0764232,479,203
1728496191.0783405,476,198
1728496191.0801747,478,193
1728496191.083442,479,188
1728496191.0862517,479,184
1728496191.0874019,477,179
1728496191.0896301,480,174
1728496191.0912247,520,169
1728496191.092796,605,164
1728496191.0943732,717,159
1728496191.096119,778,154
1728496191.0977771,647,149
1728496191.0994396,571,144
1728496191.1011412,479,139
1728496191.103014,477,134
1728496191.1047306,479,129
1728496191.1064305,473,124
1728496191.1081028,479,119
1728496191.1099935,479,114
1728496191.1118793,539,109
1728496191.1133204,590,104
1728496191.1149101,615,99
1728496191.1168613,795,94
1728496191.1179583,752,89
1728496191.119598,653,85
1728496191.1212015,520,80
1728496191.1227767,479,75
1728496191.1247194,477,70
1728496191.1261728,478,65
1728496191.1277153,468,60
1728496191.1293128,479,55
1728496191.1310627,479,50
1728496191.1324952,480,45
1728496191.1343563,510,40
1728496191.1360652,583,35
1728496191.137931,686,30
1728496191.1394136,623,25
1728496191.141003,537,20
1728496191.1425498,479,15
1728496191.1443784,478,10
1728496191.1458728,467,5
1728496191.1473722,461,0
1728496191.1502428,473,5
1728496191.15143,475,10
1728496191.1533349,479,15
1728496191.1550376,480,20
1728496191.1570542,507,25
1728496191.1586633,545,30
1728496191.1608572,687,35
1728496191.1626382,602,40
1728496191.1642735,549,45
1728496191.1658652,479,50
1728496191.1679223,473,55
1728496191.1701388,474,60
1728496191.1718345,471,65
1728496191.1734295,467,70
1728496191.1750185,471,75
1728496191.1768184,479,80
1728496191.1782494,479,85
1728496191.1798425,518,90
1728496191.1814387,646,95
1728496191.1835573,735,100
1728496191.1851933,601,105
1728496191.1869266,520,110
1728496191.1888015,479,115
1728496191.1903114,478,120
1728496191.1918237,479,125
1728496191.193435,479,130
1728496191.195265,479,135
1728496191.19677,479,140
1728496191.1983783,531,145
1728496191.200193,575,150
1728496191.201836,608,155
1728496191.2035813,762,160
1728496191.2052019,714,165
1728496191.2067401,619,170
1728496191.2085586,510,174
1728496191.2101986,478,179
1728496191.2117813,478,184
1728496191.2142603,473,189
1728496191.216118,457,194
1728496191.2182283,473,199
1728496191.2200356,480,204
1728496191.2223117,530,209
1728496191.2240093,569,214
1728496191.226086,700,219
1728496191.2277122,766,223
1728496191.2296252,662,228
1728496191.2310987,581,233
1728496191.2327712,492,238
1728496191.2344847,479,243
1728496191.2364755,479,248
1728496191.2381868,477,253
1728496191.2397919,478,257
1728496191.241403,479,262
1728496191.2431893,480,267
1728496191.244656,535,272
1728496191.2462475,559,277
1728496191.247946,733,282
1728496191.2500706,610,286
1728496191.2517524,581,291
1728496191.2534676,478,296
1728496191.255104,477,301
1728496191.2568278,476,305
1728496191.2584898,473,310
1728496191.260096,472,315
1728496191.26171,475,320
1728496191.2635632,471,324
1728496191.2651782,479,329
1728496191.2671835,524,334
1728496191.2684646,683,339
1728496191.270218,694,343
1728496191.2718592,596,348
1728496191.273469,518,353
1728496191.2749457,479,357
1728496191.2776394,476,362
1728496191.2792106,477,367
1728496191.2811558,456,371
1728496191.28341,478,376
1728496191.2852998,479,381
1728496191.287463,480,385
1728496191.2891843,545,390
1728496191.2918818,591,394
1728496191.2931767,686,399
1728496191.2947564,644,404
1728496191.2963362,582,408
1728496191.2983818,511,413
1728496191.3005242,479,417
1728496191.301813,478,422
1728496191.3038864,478,426
1728496191.3053226,474,431
1728496191.306931,480,435
1728496191.3085093,480,440
1728496191.3103971,536,444
1728496191.3118134,592,449
1728496191.3133883,700,453
1728496191.314959,746,458
1728496191.3168943,676,462
1728496191.3186736,547,467
1728496191.3203137,479,471
1728496191.3219008,479,475
1728496191.323914,479,480
1728496191.3253362,456,484
1728496191.3269143,479,489
1728496191.3288958,479,493
1728496191.3302045,541,497
1728496191.33194,591,502
1728496191.333778,611,506
1728496191.3353066,756,510
1728496191.3372078,724,514
1728496191.3388414,609,519
1728496191.3404975,518,523
1728496191.342468,479,527
1728496191.3438878,464,532
1728496191.3464289,479,536
1728496191.3483276,464,540
1728496191.3502493,472,544
1728496191.3523765,479,548
1728496191.3540585,480,553
1728496191.3565967,521,557
1728496191.358128,673,561
1728496191.35973,692,565
1728496191.361381,593,569
1728496191.363325,523,573
1728496191.3649967,479,577
1728496191.3672078,475,581
1728496191.3687048,476,585
1728496191.3700478,451,589
1728496191.3716292,474,594
1728496191.3732474,479,598
1728496191.375088,480,602
1728496191.3765566,518,606
1728496191.378143,563,609
1728496191.379703,684,613
1728496191.3813164,610,617
1728496191.3834713,519,621
1728496191.385253,479,625
1728496191.3869486,476,629
1728496191.388543,476,633
1728496191.3903987,467,637
1728496191.3918717,460,641
1728496191.3934476,479,645
1728496191.395023,480,648
1728496191.3967848,480,652
1728496191.3982544,543,656
1728496191.400216,678,660
1728496191.4017467,714,663
1728496191.4037273,670,667
1728496191.4053352,527,671
1728496191.4069128,479,675
1728496191.4100847,477,678
1728496191.4120169,476,682
1728496191.414092,468,686
1728496191.416136,479,689
1728496191.4181683,480,693
1728496191.4199266,512,696
1728496191.4216287,580,700
1728496191.4236555,604,704
1728496191.4251013,707,707
1728496191.426691,687,711
1728496191.4288871,558,714
1728496191.4305513,479,718
1728496191.4320087,479,721
1728496191.4340863,478,725
1728496191.4360523,470,728
1728496191.4375453,479,731
1728496191.439137,479,735
1728496191.440706,480,738
1728496191.4427307,566,742
1728496191.444124,599,745
1728496191.4457245,677,748
1728496191.447304,746,752
1728496191.4491978,625,755
1728496191.4506917,532,758
1728496191.4525478,479,761
1728496191.4542446,478,765
1728496191.456101,474,768
1728496191.4575312,461,771
1728496191.4591818,475,774
1728496191.4607825,479,777
1728496191.4625235,480,780
1728496191.4639661,524,784
1728496191.465579,575,787
1728496191.4674098,705,790
1728496191.4693818,595,793
1728496191.4711728,512,796
1728496191.4728315,479,799
1728496191.4758627,470,802
1728496191.4768999,475,805
1728496191.4784741,448,808
1728496191.480167,473,811
1728496191.482204,479,814
1728496191.4841084,479,817
1728496191.4852931,511,819
1728496191.4870286,551,822
1728496191.4891717,628,825
1728496191.490584,674,828
1728496191.4921522,566,831
1728496191.493757,479,834
1728496191.4958231,478,836
1728496191.4972608,469,839
1728496191.4988477,465,842
1728496191.5007625,465,844
1728496191.5029004,472,847
1728496191.5045605,479,850
1728496191.5061445,480,852
1728496191.507722,515,855
1728496191.509695,670,858
1728496191.511077,823,860
1728496191.5126925,612,863
1728496191.5142815,554,865
1728496191.5161195,479,868
1728496191.5181172,478,870
1728496191.5199163,475,873
1728496191.5215447,477,875
1728496191.5233948,466,877
1728496191.5249617,479,880
1728496191.5265727,520,882
1728496191.5282161,590,884
1728496191.5300932,618,887
1728496191.5315578,811,889
1728496191.533465,715,891
1728496191.535289,627,894
1728496191.537185,526,896
1728496191.53879,479,898
1728496191.5414643,479,900
1728496191.5437732,469,902
1728496191.5458088,453,905
1728496191.5478466,478,907
1728496191.5495412,480,909
1728496191.5514197,530,911
1728496191.5531547,596,913
1728496191.5549378,680,915
1728496191.5565517,750,917
1728496191.5584354,692,919
1728496191.5599594,562,921
1728496191.5616271,479,923
1728496191.5632427,479,925
1728496191.5651574,472,927
1728496191.5671203,460,929
1728496191.5684142,478,930
1728496191.570146,478,932
1728496191.5720232,480,934
1728496191.573519,540,936
1728496191.5751283,551,938
1728496191.5767334,690,939
1728496191.578637,654,941
1728496191.5801733,556,943
1728496191.5817773,479,944
1728496191.5836546,478,946
1728496191.5855954,476,948
1728496191.586794,469,949
1728496191.588368,471,951
1728496191.5899699,477,952
1728496191.5918252,476,954
1728496191.5933266,480,955
1728496191.5949364,548,957
1728496191.596502,679,958
1728496191.5982478,678,960
1728496191.600046,612,961
1728496191.6012137,523,962
1728496191.6029599,479,964
1728496191.604892,473,965
1728496191.6077933,477,966
1728496191.609483,456,968
1728496191.6114812,473,969
1728496191.6133702,479,970
1728496191.6155875,480,971
1728496191.6170664,595,972
1728496191.6201057,611,974
1728496191.6214426,760,975
1728496191.6230505,715,976
1728496191.6246321,607,977
1728496191.62622,481,978
1728496191.628276,479,979
1728496191.6297417,479,980
1728496191.6313267,473,981
1728496191.6329048,471,982
1728496191.63463,479,983
1728496191.6361632,480,984
1728496191.6378043,564,985
1728496191.639389,602,986
1728496191.641169,726,986
1728496191.6427464,755,987
1728496191.6443212,609,988
1728496191.6463537,546,989
1728496191.6480443,479,989
1728496191.6500359,478,990
1728496191.6514509,479,991
1728496191.6534429,471,992
1728496191.6550686,474,992
1728496191.6566482,480,993
1728496191.6582828,522,993
1728496191.6598513,548,994
1728496191.6614337,628,994
1728496191.6630077,730,995
1728496191.6646295,668,995
1728496191.6667507,590,996
1728496191.6685266,479,996
1728496191.6701586,464,997
1728496191.6717837,473,997
1728496191.6746886,465,998
1728496191.6764615,440,998
1728496191.6784344,479,998
1728496191.680406,480,998
1728496191.6818643,480,999
1728496191.6835191,538,999
1728496191.6858268,655,999
1728496191.6876655,709,999
1728496191.6891565,600,1000
1728496191.6907423,478,1000
1728496191.6922536,478,1000
1728496191.6942036,475,1000
1728496191.695717,458,1000
1728496191.6973627,477,1000
1728496191.6989706,463,1000
1728496191.7010765,479,1000
1728496191.7024956,480,1000
1728496191.7041674,541,1000
1728496191.705798,630,1000
1728496191.7077422,688,1000
1728496191.7092476,582,1000
1728496191.7108846,543,999
1728496191.7124968,479,999
1728496191.7142365,476,999
1728496191.7156699,477,999
1728496191.7173629,456,999
1728496191.719243,477,998
1728496191.721218,465,998
1728496191.722705,516,998
1728496191.7243538,572,997
1728496191.7259467,629,997
1728496191.7276819,744,996
1728496191.7302687,682,996
1728496191.7318227,571,996
1728496191.7335985,479,995
1728496191.7352974,479,995
1728496191.737305,479,994
1728496191.7393181,477,993
1728496191.7411487,477,993
1728496191.743599,480,992
1728496191.7452428,480,992
1728496191.747071,535,991
1728496191.7486835,601,990
1728496191.7511122,705,990
1728496191.7526352,766,989
1728496191.7546458,657,988
1728496191.756126,540,987
1728496191.757711,479,986
1728496191.7593162,478,986
1728496191.76115,479,985
1728496191.7626054,461,984
1728496191.764178,479,983
1728496191.7659853,479,982
1728496191.7679787,522,981
1728496191.7695038,570,980
1728496191.7711434,628,979
1728496191.7726853,800,978
1728496191.77487,650,977
1728496191.7763796,566,976
1728496191.7780092,479,975
1728496191.780042,473,974
1728496191.781593,472,973
1728496191.7834053,467,971
1728496191.7851,466,970
1728496191.7872126,478,969
1728496191.7887235,480,968
1728496191.7903354,512,966
1728496191.7919352,561,965
1728496191.7938135,691,964
1728496191.7967384,719,963
1728496191.7979171,561,961
1728496191.8000827,479,960
1728496191.801404,478,958
1728496191.8031974,472,957
1728496191.8050005,465,955
1728496191.8065434,467,954
1728496191.8087056,478,952
1728496191.81029,479,951
1728496191.8118715,480,949
1728496191.8138378,551,948
1728496191.8152814,650,946
1728496191.8174648,724,945
1728496191.8188071,610,943
1728496191.8208635,513,941
1728496191.8223133,479,939
1728496191.8238592,471,938
1728496191.825443,476,936
1728496191.8273265,468,934
1728496191.8287346,475,932
1728496191.8308415,480,931
1728496191.8327115,483,929
1728496191.834,583,927
1728496191.83561,630,925
1728496191.837247,756,923
1728496191.8388436,652,921
1728496191.8408005,599,919
1728496191.842773,518,917
1728496191.8443174,479,915
1728496191.8459864,478,913
1728496191.8476286,468,911
1728496191.8492312,465,909
1728496191.851093,480,907
1728496191.8528595,480,905
1728496191.8548403,555,903
1728496191.8564515,582,901
1728496191.8580093,705,898
1728496191.859557,730,896
1728496191.8621016,642,894
1728496191.863551,550,892
1728496191.865502,479,889
1728496191.8680534,479,887
1728496191.8693361,477,885
1728496191.871108,475,883
1728496191.8727841,478,880
1728496191.874727,480,878
1728496191.8764963,518,875
1728496191.8783472,574,873
1728496191.8802676,653,870
1728496191.882712,764,868
1728496191.8845797,657,866
1728496191.8866913,482,863
1728496191.888645,479,860
1728496191.8901272,471,858
1728496191.891709,477,855
1728496191.8935397,464,853
1728496191.8951383,476,850
1728496191.8967915,468,847
1728496191.8983977,480,845
1728496191.9007657,491,842
1728496191.9018676,565,839
1728496191.9035575,709,837
1728496191.905285,670,834
1728496191.9071796,592,831
1728496191.9088423,479,828
1728496191.910466,471,826
1728496191.9124057,477,823
1728496191.9138365,472,820
1728496191.9154592,468,817
1728496191.9174006,473,814
1728496191.9194174,476,811
1728496191.9210608,480,808
1728496191.9226325,544,805
1728496191.924209,646,802
1728496191.9259264,695,799
1728496191.9274044,634,796
1728496191.9289463,500,793
1728496191.9305456,478,790
1728496191.9334712,474,787
1728496191.9349473,468,784
1728496191.937045,463,781
1728496191.939244,479,778
1728496191.940937,479,775
1728496191.942939,536,771
1728496191.945229,593,768
1728496191.9471,636,765
1728496191.9488785,802,762
1728496191.951154,690,759
1728496191.9534903,583,755
1728496191.9551477,505,752
1728496191.9566982,478,749
1728496191.958272,479,745
1728496191.9600465,475,742
1728496191.9614859,476,739
1728496191.9630766,479,735
1728496191.9646447,480,732
1728496191.9661827,543,729
1728496191.968034,605,725
1728496191.9697607,703,722
1728496191.97136,742,718
1728496191.973012,676,715
1728496191.9748092,549,711
1728496191.976287,479,708
1728496191.9778142,478,704
1728496191.979407,478,701
1728496191.9812493,466,697
1728496191.9826593,479,693
1728496191.9845243,480,690
1728496191.9867213,490,686
1728496191.9886742,586,682
1728496191.9902408,639,679
1728496191.9918597,746,675
1728496191.9936032,577,671
1728496191.9950411,495,668
1728496191.9966233,479,664
1728496191.9981887,477,660
1728496192.0009792,473,656
1728496192.0031753,463,653
1728496192.004801,467,649
1728496192.0070245,477,645
1728496192.0091996,479,641
1728496192.0109503,494,637
1728496192.0126026,551,634
1728496192.0144718,692,630
1728496192.0167103,708,626
1728496192.0181334,564,622
1728496192.019837,479,618
1728496192.0217,476,614
1728496192.0232024,475,610
1728496192.0247881,471,606
1728496192.0264122,464,602
1728496192.0282419,474,598
1728496192.0297618,479,594
1728496192.0314689,480,590
1728496192.033461,545,586
1728496192.0345244,640,582
1728496192.036398,712,578
1728496192.0380392,578,574
1728496192.0397341,528,570
1728496192.04175,479,566
1728496192.0431862,471,561
1728496192.0448415,477,557
1728496192.0469093,478,553
1728496192.04799,480,549
1728496192.0500226,479,545
1728496192.0511026,517,541
1728496192.0531852,576,536
1728496192.0548306,618,532
1728496192.0564418,776,528
1728496192.058047,667,524
1728496192.059715,623,519
1728496192.0613322,519,515
1728496192.0629458,479,511
1728496192.064549,475,507
1728496192.067482,479,502
1728496192.0694847,476,498
1728496192.0714867,480,494
1728496192.0735254,479,489
1728496192.0754194,516,485
1728496192.0774674,581,480
1728496192.0795028,771,476
1728496192.0817692,753,472
1728496192.0834956,670,467
1728496192.0867155,598,463
1728496192.0886788,479,458
1728496192.0901845,479,454
1728496192.0918095,478,449
1728496192.093429,470,445
1728496192.095318,479,440
1728496192.0967937,479,436
1728496192.0983865,504,431
1728496192.1002038,581,427
1728496192.1018753,601,422
1728496192.1035616,675,418
1728496192.1051497,619,413
1728496192.1067631,519,409
1728496192.1087499,479,404
1728496192.1102808,473,400
1728496192.1118839,470,395
1728496192.1134555,466,390
1728496192.1154094,468,386
1728496192.117433,478,381
1728496192.1184938,480,377
1728496192.1202126,480,372
1728496192.122136,544,367
1728496192.123576,656,363
1728496192.1251285,680,358
1728496192.1267915,595,353
1728496192.1286883,479,349
1728496192.1300752,473,344
1728496192.1316414,471,339
1728496192.133577,470,335
1728496192.135287,445,330
1728496192.1367517,469,325
1728496192.1383212,479,320
1728496192.1407094,479,316
1728496192.142825,529,311
1728496192.1448638,543,306
1728496192.147152,661,301
1728496192.149431,611,297
1728496192.151318,535,292
1728496192.1536973,479,287
1728496192.1563807,474,282
1728496192.1576126,478,277
1728496192.1600027,478,273
1728496192.161974,478,268
1728496192.1634898,478,263
1728496192.1650925,536,258
1728496192.1668074,562,253
1728496192.1686034,604,249
1728496192.1702125,735,244
1728496192.1718602,762,239
1728496192.1734688,633,234
1728496192.1753097,530,229
1728496192.1768029,479,224
1728496192.1784124,478,219
1728496192.1800137,471,214
1728496192.1818752,454,210
1728496192.183738,479,205
1728496192.1850002,480,200
1728496192.1870716,523,195
1728496192.1887283,589,190
1728496192.190356,626,185
1728496192.1919832,759,180
1728496192.193717,656,175
1728496192.1953084,581,170
1728496192.1969001,479,165
1728496192.1984882,478,160
1728496192.2009652,479,156
1728496192.2022977,470,151
1728496192.2039502,480,146
1728496192.2055693,479,141
1728496192.207387,480,136
1728496192.2088053,570,131
1728496192.211173,538,126
1728496192.2128673,732,121
1728496192.2151203,647,116
1728496192.216292,592,111
1728496192.218112,479,106
1728496192.2200649,477,101
1728496192.2221067,475,96
1728496192.2235274,458,91
1728496192.225125,462,86
1728496192.2266822,472,81
1728496192.2282393,480,76
1728496192.2302427,480,71
1728496192.2316546,507,66
1728496192.2337458,536,61
1728496192.2351444,662,56
1728496192.2368963,625,51
1728496192.2384772,549,46
1728496192.240009,479,41
1728496192.2415242,471,36
1728496192.2431483,470,31
1728496192.2450547,472,26
1728496192.2466223,455,21
1728496192.2481446,476,16
1728496192.2500775,480,11
1728496192.2512026,480,6
1728496192.253128,517,1
1728496192.2546933,590,4
1728496192.2562244,691,9
1728496192.2577593,607,14
1728496192.259719,555,19
1728496192.2610614,479,24
1728496192.2627523,478,29
1728496192.2643573,479,34
1728496192.2660747,479,39
1728496192.267797,471,44
1728496192.2695122,475,49
1728496192.2724032,480,54
1728496192.273548,550,59
1728496192.2751977,576,64
1728496192.276814,687,69
1728496192.2789152,809,74
1728496192.2802093,649,79
1728496192.282493,576,84
1728496192.2851715,479,89
1728496192.286775,476,94
1728496192.2884195,479,99
1728496192.2900252,462,104
1728496192.2918465,466,109
1728496192.2933488,479,114
1728496192.294992,480,119
1728496192.2965243,559,124
1728496192.2983081,597,129
1728496192.3000267,749,133
1728496192.3016815,736,138
1728496192.3033798,596,143
1728496192.3051212,597,148
1728496192.3066912,479,153
1728496192.3083024,479,158
1728496192.3098323,479,163
1728496192.3116212,471,168
1728496192.3131163,478,173
1728496192.3147476,479,178
1728496192.3166952,480,183
1728496192.318005,531,188
1728496192.319679,552,193
1728496192.321308,689,198
1728496192.3229158,625,202
1728496192.324656,494,207
1728496192.3261187,479,212
1728496192.3276737,473,217
1728496192.329718,478,222
1728496192.331232,443,227
1728496192.3334556,469,232
1728496192.3351116,478,237
1728496192.337057,479,241
1728496192.3385696,481,246
1728496192.3406138,543,251
1728496192.3430634,661,256
1728496192.3448138,681,261
1728496192.346642,586,266
1728496192.3488197,500,270
1728496192.350126,479,275
1728496192.3518689,473,280
1728496192.353583,470,285
1728496192.3554766,460,290
1728496192.3568993,460,294
1728496192.3585162,479,299
1728496192.3601797,480,304
1728496192.3621442,533,309
1728496192.3636422,546,314
1728496192.3652508,731,318
1728496192.3673105,613,323
1728496192.369335,553,328
1728496192.370983,479,332
1728496192.3725827,470,337
1728496192.3741448,479,342
1728496192.37612,478,347
1728496192.3777945,469,351
1728496192.3794453,479,356
1728496192.3810894,480,361
1728496192.3833895,531,365
1728496192.3850048,623,370
1728496192.3870459,681,375
1728496192.388766,774,379
1728496192.390374,662,384
1728496192.391972,536,388
1728496192.3935988,479,393
1728496192.3951974,477,398
1728496192.3969033,479,402
1728496192.3985043,469,407
1728496192.4005399,479,411
1728496192.4024563,480,416
1728496192.4041812,504,420
1728496192.4060307,576,425
1728496192.4080617,621,429
1728496192.4096966,715,434
1728496192.411323,666,438
1728496192.4144466,592,443
1728496192.4168723,492,447
1728496192.418493,479,452
1728496192.420523,479,456
1728496192.4221928,476,461
1728496192.4238453,473,465
1728496192.4255388,479,470
1728496192.4271252,478,474
1728496192.42873,480,478
1728496192.4303577,525,483
1728496192.4320276,673,487
1728496192.4337313,689,492
1728496192.4358215,581,496
1728496192.4378784,566,500
1728496192.439553,479,505
1728496192.441237,477,509
1728496192.4429324,476,513
1728496192.4446423,457,517
1728496192.446705,473,522
1728496192.4480882,479,526
1728496192.4500763,480,530
1728496192.4516044,525,534
1728496192.4536104,565,539
1728496192.4552166,698,543
1728496192.4567997,661,547
1728496192.4585583,562,551
1728496192.460214,479,555
1728496192.461716,475,560
1728496192.4633393,468,564
1728496192.464941,476,568
1728496192.4666898,452,572
1728496192.4685469,479,576
1728496192.470249,479,580
1728496192.471958,485,584
1728496192.4736722,556,588
1728496192.4751825,644,592
1728496192.476823,724,596
1728496192.4788382,635,600
1728496192.4802454,577,604
1728496192.4818895,479,608
1728496192.4852505,478,612
1728496192.487346,477,616
1728496192.4885883,475,620
1728496192.4908652,478,624
1728496192.493758,479,628
1728496192.4954104,537,632
1728496192.4970367,575,636
1728496192.4993598,610,640
1728496192.5009327,783,643
1728496192.502679,722,647
1728496192.504548,622,651
1728496192.5061903,515,655
1728496192.5077555,479,659
1728496192.5093682,478,662
1728496192.5110936,474,666
1728496192.512706,473,670
1728496192.5143783,480,673
1728496192.5160437,479,677
1728496192.5179217,542,681
1728496192.5195076,586,684
1728496192.5210989,729,688
1728496192.5227134,765,692
1728496192.5246518,626,695
1728496192.5261798,587,699
1728496192.5278428,479,702
1728496192.5294437,478,706
1728496192.531321,478,710
1728496192.532916,461,713
1728496192.5345771,472,717
1728496192.5367017,480,720
1728496192.538212,480,724
1728496192.5398226,523,727
1728496192.5414376,552,730
1728496192.543208,704,734
1728496192.5457938,603,737
1728496192.5474906,555,741
1728496192.5492427,479,744
1728496192.551725,470,747
1728496192.553211,471,751
1728496192.5554028,463,754
1728496192.557304,476,757
1728496192.5590372,479,760
1728496192.5610168,479,764
1728496192.5626757,479,767
1728496192.5643487,529,770
1728496192.5660715,652,773
1728496192.568131,710,776
1728496192.569864,575,780
1728496192.5716403,509,783
1728496192.5733535,472,786
1728496192.5749278,477,789
1728496192.5765855,471,792
1728496192.5783966,474,795
1728496192.5798645,468,798
1728496192.5814376,480,801
1728496192.5834045,479,804
1728496192.585151,542,807
1728496192.5866933,556,810
1728496192.5883346,712,813
1728496192.5899637,690,816
1728496192.591715,608,819
1728496192.5932395,491,821
1728496192.594817,479,824
1728496192.5964215,479,827
1728496192.5983894,475,830
1728496192.6006844,469,833
1728496192.601856,477,835
1728496192.6037054,480,838
1728496192.6052108,519,841
1728496192.6067832,608,844
1728496192.6083963,731,846
1728496192.6101058,765,849
1728496192.6115973,650,852
1728496192.6145432,568,854
1728496192.6160016,478,857
1728496192.6180105,476,859
1728496192.6197586,479,862
1728496192.621432,467,864
1728496192.6235332,479,867
1728496192.625846,479,869
1728496192.6273549,490,872
1728496192.6295679,606,874
1728496192.6312215,620,877
1728496192.6334863,738,879
1728496192.6353505,721,881
1728496192.6370378,594,884
1728496192.638702,479,886
1728496192.640438,478,888
1728496192.6418781,477,891
1728496192.6435,446,893
1728496192.645113,472,895
1728496192.646986,474,897
1728496192.6484468,480,900
1728496192.6504421,522,902
1728496192.6517222,534,904
1728496192.6536446,668,906
1728496192.655191,628,908
1728496192.656853,569,910
1728496192.6584673,530,912
1728496192.6602535,477,914
1728496192.661782,477,916
1728496192.663409,475,918
1728496192.6649795,453,920
1728496192.6668117,471,922
1728496192.6683815,480,924
1728496192.670068,479,926
1728496192.6716902,560,928
1728496192.6733592,538,930
1728496192.6751657,691,932
1728496192.6767044,588,933
1728496192.6781914,552,935
1728496192.6800926,479,937
1728496192.6815662,475,939
1728496192.6836557,476,940
1728496192.6849525,470,942
1728496192.6880627,468,944
1728496192.6894536,466,945
1728496192.6910923,479,947
1728496192.6927907,489,949
1728496192.695034,573,950
1728496192.6967587,713,952
1728496192.6985471,749,953
1728496192.701437,630,955
1728496192.702586,584,956
1728496192.7043357,479,958
1728496192.7059324,478,959
1728496192.707783,478,961
1728496192.709267,474,962
1728496192.7108538,479,963
1728496192.7124605,480,965
1728496192.71442,505,966
1728496192.7159116,596,967
1728496192.71795,630,968
1728496192.719682,729,970
1728496192.721513,681,971
1728496192.7229629,588,972
1728496192.724533,504,973
1728496192.7261925,479,974
1728496192.7279882,478,975
1728496192.7295077,470,977
1728496192.7311063,467,978
1728496192.7326536,473,979
1728496192.7344098,480,980
1728496192.7363553,533,981
1728496192.7379608,603,982
1728496192.739611,725,983
1728496192.7411947,792,984
1728496192.742968,646,984
1728496192.744462,566,985
1728496192.7460115,479,986
1728496192.747662,478,987
1728496192.749237,477,988
1728496192.751323,444,988
1728496192.75396,479,989
1728496192.7558794,478,990
1728496192.7581978,480,991
1728496192.7603166,518,991
1728496192.7618399,559,992
1728496192.7638876,701,993
1728496192.766026,671,993
1728496192.7680755,520,994
1728496192.7703626,479,994
1728496192.771924,478,995
1728496192.7742574,470,995
1728496192.7759216,467,996
1728496192.7775996,445,996
1728496192.7792158,479,997
1728496192.7812586,480,997
1728496192.7833185,499,997
1728496192.784876,528,998
1728496192.7867749,641,998
1728496192.7883284,703,998
1728496192.790115,604,999
1728496192.7917345,484,999
1728496192.7935643,479,999
1728496192.7950633,465,999
1728496192.7966812,464,999
1728496192.7983315,453,1000
1728496192.800081,469,1000
1728496192.8022175,478,1000
1728496192.8039265,480,1000
1728496192.8056893,578,1000
1728496192.8075109,612,1000
1728496192.8090165,700,1000
1728496192.8106043,623,1000
1728496192.8122303,535,1000
1728496192.8138993,479,1000
1728496192.8154788,478,1000
1728496192.8172438,479,1000
1728496192.8191192,477,999
1728496192.8211055,476,999
1728496192.8228896,479,999
1728496192.8259568,486,999
1728496192.8271117,610,999
1728496192.8292542,608,998
1728496192.8310642,783,998
1728496192.8342092,705,998
1728496192.8363028,635,997
1728496192.8380475,488,997
1728496192.8396497,479,997
1728496192.8414907,477,996
1728496192.8430154,475,996
